"year","raceid","grand_prix","driverid","driver","constructor_name","total_points","wins"
1989,362,"French Grand Prix",117,"Alain Prost","McLaren","38","2"
1989,363,"British Grand Prix",117,"Alain Prost","McLaren","47","3"
1989,364,"German Grand Prix",102,"Ayrton Senna","McLaren","36","4"
1989,365,"Hungarian Grand Prix",95,"Nigel Mansell","Ferrari","34","2"
1989,366,"Belgian Grand Prix",102,"Ayrton Senna","McLaren","51","5"
1989,367,"Italian Grand Prix",117,"Alain Prost","McLaren","71","4"
1989,368,"Portuguese Grand Prix",77,"Gerhard Berger","Ferrari","15","1"
1989,369,"Spanish Grand Prix",102,"Ayrton Senna","McLaren","60","6"
1989,370,"Japanese Grand Prix",145,"Alessandro Nannini","Benetton","26","1"
1989,371,"Australian Grand Prix",123,"Thierry Boutsen","Williams","37","2"
1990,321,"United States Grand Prix",102,"Ayrton Senna","McLaren","9","1"
1990,322,"Brazilian Grand Prix",117,"Alain Prost","Ferrari","9","1"
1990,323,"San Marino Grand Prix",119,"Riccardo Patrese","Williams","9","1"
1990,324,"Monaco Grand Prix",102,"Ayrton Senna","McLaren","22","2"
1990,325,"Canadian Grand Prix",102,"Ayrton Senna","McLaren","31","3"
1990,326,"Mexican Grand Prix",117,"Alain Prost","Ferrari","23","2"
1990,327,"French Grand Prix",117,"Alain Prost","Ferrari","32","3"
1990,328,"British Grand Prix",117,"Alain Prost","Ferrari","41","4"
1990,329,"German Grand Prix",102,"Ayrton Senna","McLaren","48","4"
1990,330,"Hungarian Grand Prix",123,"Thierry Boutsen","Williams","27","1"
1990,331,"Belgian Grand Prix",102,"Ayrton Senna","McLaren","63","5"
1990,332,"Italian Grand Prix",102,"Ayrton Senna","McLaren","72","6"
1990,333,"Portuguese Grand Prix",95,"Nigel Mansell","Ferrari","25","1"
1990,334,"Spanish Grand Prix",117,"Alain Prost","Ferrari","69","5"
1990,335,"Japanese Grand Prix",137,"Nelson Piquet","Benetton","35","1"
1990,336,"Australian Grand Prix",137,"Nelson Piquet","Benetton","43","2"
1991,305,"United States Grand Prix",102,"Ayrton Senna","McLaren","10","1"
1991,306,"Brazilian Grand Prix",102,"Ayrton Senna","McLaren","20","2"
1991,307,"San Marino Grand Prix",102,"Ayrton Senna","McLaren","30","3"
1991,308,"Monaco Grand Prix",102,"Ayrton Senna","McLaren","40","4"
1991,309,"Canadian Grand Prix",137,"Nelson Piquet","Benetton","16","1"
1991,310,"Mexican Grand Prix",119,"Riccardo Patrese","Williams","20","1"
1991,311,"French Grand Prix",95,"Nigel Mansell","Williams","23","1"
1991,312,"British Grand Prix",95,"Nigel Mansell","Williams","33","2"
1991,313,"German Grand Prix",95,"Nigel Mansell","Williams","43","3"
1991,314,"Hungarian Grand Prix",102,"Ayrton Senna","McLaren","61","5"
1991,315,"Belgian Grand Prix",102,"Ayrton Senna","McLaren","71","6"
1991,316,"Italian Grand Prix",95,"Nigel Mansell","Williams","59","4"
1991,317,"Portuguese Grand Prix",119,"Riccardo Patrese","Williams","44","2"
1991,318,"Spanish Grand Prix",95,"Nigel Mansell","Williams","69","5"
1991,319,"Japanese Grand Prix",77,"Gerhard Berger","McLaren","41","1"
1991,320,"Australian Grand Prix",102,"Ayrton Senna","McLaren","96","7"
1992,289,"South African Grand Prix",95,"Nigel Mansell","Williams","10","1"
1992,290,"Mexican Grand Prix",95,"Nigel Mansell","Williams","20","2"
1992,291,"Brazilian Grand Prix",95,"Nigel Mansell","Williams","30","3"
1992,292,"Spanish Grand Prix",95,"Nigel Mansell","Williams","40","4"
1992,293,"San Marino Grand Prix",95,"Nigel Mansell","Williams","50","5"
1992,294,"Monaco Grand Prix",102,"Ayrton Senna","McLaren","18","1"
1992,295,"Canadian Grand Prix",77,"Gerhard Berger","McLaren","18","1"
1992,296,"French Grand Prix",95,"Nigel Mansell","Williams","66","6"
1992,297,"British Grand Prix",95,"Nigel Mansell","Williams","76","7"
1992,298,"German Grand Prix",95,"Nigel Mansell","Williams","86","8"
1992,299,"Hungarian Grand Prix",102,"Ayrton Senna","McLaren","34","2"
1992,300,"Belgian Grand Prix",30,"Michael Schumacher","Benetton","43","1"
1992,301,"Italian Grand Prix",102,"Ayrton Senna","McLaren","46","3"
1992,302,"Portuguese Grand Prix",95,"Nigel Mansell","Williams","108","9"
1992,303,"Japanese Grand Prix",119,"Riccardo Patrese","Williams","56","1"
1992,304,"Australian Grand Prix",77,"Gerhard Berger","McLaren","49","2"
1993,273,"South African Grand Prix",117,"Alain Prost","Williams","10","1"
1993,274,"Brazilian Grand Prix",102,"Ayrton Senna","McLaren","16","1"
1993,275,"European Grand Prix",102,"Ayrton Senna","McLaren","26","2"
1993,276,"San Marino Grand Prix",117,"Alain Prost","Williams","24","2"
1993,277,"Spanish Grand Prix",117,"Alain Prost","Williams","34","3"
1993,278,"Monaco Grand Prix",102,"Ayrton Senna","McLaren","42","3"
1993,279,"Canadian Grand Prix",117,"Alain Prost","Williams","47","4"
1993,280,"French Grand Prix",117,"Alain Prost","Williams","57","5"
1993,281,"British Grand Prix",117,"Alain Prost","Williams","67","6"
1993,282,"German Grand Prix",117,"Alain Prost","Williams","77","7"
1993,283,"Hungarian Grand Prix",71,"Damon Hill","Williams","38","1"
1993,284,"Belgian Grand Prix",71,"Damon Hill","Williams","48","2"
1993,285,"Italian Grand Prix",71,"Damon Hill","Williams","58","3"
1993,286,"Portuguese Grand Prix",30,"Michael Schumacher","Benetton","52","1"
1993,287,"Japanese Grand Prix",102,"Ayrton Senna","McLaren","63","4"
1993,288,"Australian Grand Prix",102,"Ayrton Senna","McLaren","73","5"
1994,257,"Brazilian Grand Prix",30,"Michael Schumacher","Benetton","10","1"
1994,258,"Pacific Grand Prix",30,"Michael Schumacher","Benetton","20","2"
1994,259,"San Marino Grand Prix",30,"Michael Schumacher","Benetton","30","3"
1994,260,"Monaco Grand Prix",30,"Michael Schumacher","Benetton","40","4"
1994,261,"Spanish Grand Prix",71,"Damon Hill","Williams","17","1"
1994,262,"Canadian Grand Prix",30,"Michael Schumacher","Benetton","56","5"
1994,263,"French Grand Prix",30,"Michael Schumacher","Benetton","66","6"
1994,264,"British Grand Prix",71,"Damon Hill","Williams","39","2"
1994,265,"German Grand Prix",77,"Gerhard Berger","Ferrari","27","1"
1994,266,"Hungarian Grand Prix",30,"Michael Schumacher","Benetton","76","7"
1994,267,"Belgian Grand Prix",71,"Damon Hill","Williams","55","3"
1994,268,"Italian Grand Prix",71,"Damon Hill","Williams","65","4"
1994,269,"Portuguese Grand Prix",71,"Damon Hill","Williams","75","5"
1994,270,"European Grand Prix",30,"Michael Schumacher","Benetton","86","8"
1994,271,"Japanese Grand Prix",71,"Damon Hill","Williams","91","6"
1994,272,"Australian Grand Prix",95,"Nigel Mansell","Williams","13","1"
1995,240,"Brazilian Grand Prix",30,"Michael Schumacher","Benetton","10","1"
1995,241,"Argentine Grand Prix",71,"Damon Hill","Williams","10","1"
1995,242,"San Marino Grand Prix",71,"Damon Hill","Williams","20","2"
1995,243,"Spanish Grand Prix",30,"Michael Schumacher","Benetton","24","2"
1995,244,"Monaco Grand Prix",30,"Michael Schumacher","Benetton","34","3"
1995,245,"Canadian Grand Prix",55,"Jean Alesi","Ferrari","24","1"
1995,246,"French Grand Prix",30,"Michael Schumacher","Benetton","46","4"
1995,247,"British Grand Prix",65,"Johnny Herbert","Benetton","22","1"
1995,248,"German Grand Prix",30,"Michael Schumacher","Benetton","56","5"
1995,249,"Hungarian Grand Prix",71,"Damon Hill","Williams","45","3"
1995,250,"Belgian Grand Prix",30,"Michael Schumacher","Benetton","66","6"
1995,251,"Italian Grand Prix",65,"Johnny Herbert","Benetton","38","2"
1995,252,"Portuguese Grand Prix",14,"David Coulthard","Williams","39","1"
1995,253,"European Grand Prix",30,"Michael Schumacher","Benetton","82","7"
1995,254,"Pacific Grand Prix",30,"Michael Schumacher","Benetton","92","8"
1995,255,"Japanese Grand Prix",30,"Michael Schumacher","Benetton","102","9"
1995,256,"Australian Grand Prix",71,"Damon Hill","Williams","69","4"
1996,224,"Australian Grand Prix",71,"Damon Hill","Williams","10","1"
1996,225,"Brazilian Grand Prix",71,"Damon Hill","Williams","20","2"
1996,226,"Argentine Grand Prix",71,"Damon Hill","Williams","30","3"
1996,227,"European Grand Prix",35,"Jacques Villeneuve","Williams","22","1"
1996,228,"San Marino Grand Prix",71,"Damon Hill","Williams","43","4"
1996,229,"Monaco Grand Prix",44,"Olivier Panis","Ligier","11","1"
1996,230,"Spanish Grand Prix",30,"Michael Schumacher","Ferrari","26","1"
1996,231,"Canadian Grand Prix",71,"Damon Hill","Williams","53","5"
1996,232,"French Grand Prix",71,"Damon Hill","Williams","63","6"
1996,233,"British Grand Prix",35,"Jacques Villeneuve","Williams","48","2"
1996,234,"German Grand Prix",71,"Damon Hill","Williams","73","7"
1996,235,"Hungarian Grand Prix",35,"Jacques Villeneuve","Williams","62","3"
1996,236,"Belgian Grand Prix",30,"Michael Schumacher","Ferrari","39","2"
1996,237,"Italian Grand Prix",30,"Michael Schumacher","Ferrari","49","3"
1996,238,"Portuguese Grand Prix",35,"Jacques Villeneuve","Williams","78","4"
1996,239,"Japanese Grand Prix",71,"Damon Hill","Williams","97","8"
1997,207,"Australian Grand Prix",14,"David Coulthard","McLaren","10","1"
1997,208,"Brazilian Grand Prix",35,"Jacques Villeneuve","Williams","10","1"
1997,209,"Argentine Grand Prix",35,"Jacques Villeneuve","Williams","20","2"
1997,210,"San Marino Grand Prix",49,"Heinz-Harald Frentzen","Williams","10","1"
1997,211,"Monaco Grand Prix",30,"Michael Schumacher","Ferrari","24","1"
1997,212,"Spanish Grand Prix",35,"Jacques Villeneuve","Williams","30","3"
1997,213,"Canadian Grand Prix",30,"Michael Schumacher","Ferrari","37","2"
1997,214,"French Grand Prix",30,"Michael Schumacher","Ferrari","47","3"
1997,215,"British Grand Prix",35,"Jacques Villeneuve","Williams","43","4"
1997,216,"German Grand Prix",77,"Gerhard Berger","Benetton","20","1"
1997,217,"Hungarian Grand Prix",35,"Jacques Villeneuve","Williams","53","5"
1997,218,"Belgian Grand Prix",30,"Michael Schumacher","Ferrari","66","4"
1997,219,"Italian Grand Prix",14,"David Coulthard","McLaren","24","2"
1997,220,"Austrian Grand Prix",35,"Jacques Villeneuve","Williams","67","6"
1997,221,"Luxembourg Grand Prix",35,"Jacques Villeneuve","Williams","77","7"
1997,222,"Japanese Grand Prix",30,"Michael Schumacher","Ferrari","78","5"
1997,223,"European Grand Prix",57,"Mika Häkkinen","McLaren","27","1"
1998,191,"Australian Grand Prix",57,"Mika Häkkinen","McLaren","10","1"
1998,192,"Brazilian Grand Prix",57,"Mika Häkkinen","McLaren","20","2"
1998,193,"Argentine Grand Prix",30,"Michael Schumacher","Ferrari","14","1"
1998,194,"San Marino Grand Prix",14,"David Coulthard","McLaren","23","1"
1998,195,"Spanish Grand Prix",57,"Mika Häkkinen","McLaren","36","3"
1998,196,"Monaco Grand Prix",57,"Mika Häkkinen","McLaren","46","4"
1998,197,"Canadian Grand Prix",30,"Michael Schumacher","Ferrari","34","2"
1998,198,"French Grand Prix",30,"Michael Schumacher","Ferrari","44","3"
1998,199,"British Grand Prix",30,"Michael Schumacher","Ferrari","54","4"
1998,200,"Austrian Grand Prix",57,"Mika Häkkinen","McLaren","66","5"
1998,201,"German Grand Prix",57,"Mika Häkkinen","McLaren","76","6"
1998,202,"Hungarian Grand Prix",30,"Michael Schumacher","Ferrari","70","5"
1998,203,"Belgian Grand Prix",71,"Damon Hill","Jordan","16","1"
1998,204,"Italian Grand Prix",30,"Michael Schumacher","Ferrari","80","6"
1998,205,"Luxembourg Grand Prix",57,"Mika Häkkinen","McLaren","90","7"
1998,206,"Japanese Grand Prix",57,"Mika Häkkinen","McLaren","100","8"
1999,175,"Australian Grand Prix",56,"Eddie Irvine","Ferrari","10","1"
1999,176,"Brazilian Grand Prix",57,"Mika Häkkinen","McLaren","10","1"
1999,177,"San Marino Grand Prix",30,"Michael Schumacher","Ferrari","16","1"
1999,178,"Monaco Grand Prix",30,"Michael Schumacher","Ferrari","26","2"
1999,179,"Spanish Grand Prix",57,"Mika Häkkinen","McLaren","24","2"
1999,180,"Canadian Grand Prix",57,"Mika Häkkinen","McLaren","34","3"
1999,181,"French Grand Prix",49,"Heinz-Harald Frentzen","Jordan","23","1"
1999,182,"British Grand Prix",14,"David Coulthard","McLaren","22","1"
1999,183,"Austrian Grand Prix",56,"Eddie Irvine","Ferrari","42","2"
1999,184,"German Grand Prix",56,"Eddie Irvine","Ferrari","52","3"
1999,185,"Hungarian Grand Prix",57,"Mika Häkkinen","McLaren","54","4"
1999,186,"Belgian Grand Prix",14,"David Coulthard","McLaren","46","2"
1999,187,"Italian Grand Prix",49,"Heinz-Harald Frentzen","Jordan","50","2"
1999,188,"European Grand Prix",65,"Johnny Herbert","Stewart","12","1"
1999,189,"Malaysian Grand Prix",56,"Eddie Irvine","Ferrari","70","4"
1999,190,"Japanese Grand Prix",57,"Mika Häkkinen","McLaren","76","5"
2000,158,"Australian Grand Prix",30,"Michael Schumacher","Ferrari","10","1"
2000,159,"Brazilian Grand Prix",30,"Michael Schumacher","Ferrari","20","2"
2000,160,"San Marino Grand Prix",30,"Michael Schumacher","Ferrari","30","3"
2000,161,"British Grand Prix",14,"David Coulthard","McLaren","14","1"
2000,162,"Spanish Grand Prix",57,"Mika Häkkinen","McLaren","22","1"
2000,163,"European Grand Prix",30,"Michael Schumacher","Ferrari","46","4"
2000,164,"Monaco Grand Prix",14,"David Coulthard","McLaren","34","2"
2000,165,"Canadian Grand Prix",30,"Michael Schumacher","Ferrari","56","5"
2000,166,"French Grand Prix",14,"David Coulthard","McLaren","44","3"
2000,167,"Austrian Grand Prix",57,"Mika Häkkinen","McLaren","48","2"
2000,168,"German Grand Prix",22,"Rubens Barrichello","Ferrari","46","1"
2000,169,"Hungarian Grand Prix",57,"Mika Häkkinen","McLaren","64","3"
2000,170,"Belgian Grand Prix",57,"Mika Häkkinen","McLaren","74","4"
2000,171,"Italian Grand Prix",30,"Michael Schumacher","Ferrari","78","6"
2000,172,"United States Grand Prix",30,"Michael Schumacher","Ferrari","88","7"
2000,173,"Japanese Grand Prix",30,"Michael Schumacher","Ferrari","98","8"
2000,174,"Malaysian Grand Prix",30,"Michael Schumacher","Ferrari","108","9"
2001,141,"Australian Grand Prix",30,"Michael Schumacher","Ferrari","10","1"
2001,142,"Malaysian Grand Prix",30,"Michael Schumacher","Ferrari","20","2"
2001,143,"Brazilian Grand Prix",14,"David Coulthard","McLaren","20","1"
2001,144,"San Marino Grand Prix",23,"Ralf Schumacher","Williams","12","1"
2001,145,"Spanish Grand Prix",30,"Michael Schumacher","Ferrari","36","3"
2001,146,"Austrian Grand Prix",14,"David Coulthard","McLaren","38","2"
2001,147,"Monaco Grand Prix",30,"Michael Schumacher","Ferrari","52","4"
2001,148,"Canadian Grand Prix",23,"Ralf Schumacher","Williams","22","2"
2001,149,"European Grand Prix",30,"Michael Schumacher","Ferrari","68","5"
2001,150,"French Grand Prix",30,"Michael Schumacher","Ferrari","78","6"
2001,151,"British Grand Prix",57,"Mika Häkkinen","McLaren","19","1"
2001,152,"German Grand Prix",23,"Ralf Schumacher","Williams","41","3"
2001,153,"Hungarian Grand Prix",30,"Michael Schumacher","Ferrari","94","7"
2001,154,"Belgian Grand Prix",30,"Michael Schumacher","Ferrari","104","8"
2001,155,"Italian Grand Prix",31,"Juan Pablo Montoya","Williams","25","1"
2001,156,"United States Grand Prix",57,"Mika Häkkinen","McLaren","34","2"
2001,157,"Japanese Grand Prix",30,"Michael Schumacher","Ferrari","123","9"
2002,124,"Australian Grand Prix",30,"Michael Schumacher","Ferrari","10","1"
2002,125,"Malaysian Grand Prix",23,"Ralf Schumacher","Williams","10","1"
2002,126,"Brazilian Grand Prix",30,"Michael Schumacher","Ferrari","24","2"
2002,127,"San Marino Grand Prix",30,"Michael Schumacher","Ferrari","34","3"
2002,128,"Spanish Grand Prix",30,"Michael Schumacher","Ferrari","44","4"
2002,129,"Austrian Grand Prix",30,"Michael Schumacher","Ferrari","54","5"
2002,130,"Monaco Grand Prix",14,"David Coulthard","McLaren","20","1"
2002,131,"Canadian Grand Prix",30,"Michael Schumacher","Ferrari","70","6"
2002,132,"European Grand Prix",22,"Rubens Barrichello","Ferrari","26","1"
2002,133,"British Grand Prix",30,"Michael Schumacher","Ferrari","86","7"
2002,134,"French Grand Prix",30,"Michael Schumacher","Ferrari","96","8"
2002,135,"German Grand Prix",30,"Michael Schumacher","Ferrari","106","9"
2002,136,"Hungarian Grand Prix",22,"Rubens Barrichello","Ferrari","45","2"
2002,137,"Belgian Grand Prix",30,"Michael Schumacher","Ferrari","122","10"
2002,138,"Italian Grand Prix",22,"Rubens Barrichello","Ferrari","61","3"
2002,139,"United States Grand Prix",22,"Rubens Barrichello","Ferrari","71","4"
2002,140,"Japanese Grand Prix",30,"Michael Schumacher","Ferrari","144","11"
2003,108,"Australian Grand Prix",14,"David Coulthard","McLaren","10","1"
2003,109,"Malaysian Grand Prix",8,"Kimi Räikkönen","McLaren","16","1"
2003,110,"Brazilian Grand Prix",21,"Giancarlo Fisichella","Jordan","10","1"
2003,111,"San Marino Grand Prix",30,"Michael Schumacher","Ferrari","18","1"
2003,112,"Spanish Grand Prix",30,"Michael Schumacher","Ferrari","28","2"
2003,113,"Austrian Grand Prix",30,"Michael Schumacher","Ferrari","38","3"
2003,114,"Monaco Grand Prix",31,"Juan Pablo Montoya","Williams","25","1"
2003,115,"Canadian Grand Prix",30,"Michael Schumacher","Ferrari","54","4"
2003,116,"European Grand Prix",23,"Ralf Schumacher","Williams","43","1"
2003,117,"French Grand Prix",23,"Ralf Schumacher","Williams","53","2"
2003,118,"British Grand Prix",22,"Rubens Barrichello","Ferrari","49","1"
2003,119,"German Grand Prix",31,"Juan Pablo Montoya","Williams","65","2"
2003,120,"Hungarian Grand Prix",4,"Fernando Alonso","Renault","54","1"
2003,121,"Italian Grand Prix",30,"Michael Schumacher","Ferrari","82","5"
2003,122,"United States Grand Prix",30,"Michael Schumacher","Ferrari","92","6"
2003,123,"Japanese Grand Prix",22,"Rubens Barrichello","Ferrari","65","2"
2004,90,"Australian Grand Prix",30,"Michael Schumacher","Ferrari","10","1"
2004,91,"Malaysian Grand Prix",30,"Michael Schumacher","Ferrari","20","2"
2004,92,"Bahrain Grand Prix",30,"Michael Schumacher","Ferrari","30","3"
2004,93,"San Marino Grand Prix",30,"Michael Schumacher","Ferrari","40","4"
2004,94,"Spanish Grand Prix",30,"Michael Schumacher","Ferrari","50","5"
2004,95,"Monaco Grand Prix",15,"Jarno Trulli","Renault","31","1"
2004,96,"European Grand Prix",30,"Michael Schumacher","Ferrari","60","6"
2004,97,"Canadian Grand Prix",30,"Michael Schumacher","Ferrari","70","7"
2004,98,"United States Grand Prix",30,"Michael Schumacher","Ferrari","80","8"
2004,99,"French Grand Prix",30,"Michael Schumacher","Ferrari","90","9"
2004,100,"British Grand Prix",30,"Michael Schumacher","Ferrari","100","10"
2004,101,"German Grand Prix",30,"Michael Schumacher","Ferrari","110","11"
2004,102,"Hungarian Grand Prix",30,"Michael Schumacher","Ferrari","120","12"
2004,103,"Belgian Grand Prix",8,"Kimi Räikkönen","McLaren","28","1"
2004,104,"Italian Grand Prix",22,"Rubens Barrichello","Ferrari","98","1"
2004,105,"Chinese Grand Prix",22,"Rubens Barrichello","Ferrari","108","2"
2004,106,"Japanese Grand Prix",30,"Michael Schumacher","Ferrari","146","13"
2004,107,"Brazilian Grand Prix",31,"Juan Pablo Montoya","Williams","58","1"
2005,71,"Australian Grand Prix",21,"Giancarlo Fisichella","Renault","10","1"
2005,72,"Malaysian Grand Prix",4,"Fernando Alonso","Renault","16","1"
2005,73,"Bahrain Grand Prix",4,"Fernando Alonso","Renault","26","2"
2005,74,"San Marino Grand Prix",4,"Fernando Alonso","Renault","36","3"
2005,75,"Spanish Grand Prix",8,"Kimi Räikkönen","McLaren","17","1"
2005,76,"Monaco Grand Prix",8,"Kimi Räikkönen","McLaren","27","2"
2005,77,"European Grand Prix",4,"Fernando Alonso","Renault","59","4"
2005,78,"Canadian Grand Prix",8,"Kimi Räikkönen","McLaren","37","3"
2005,79,"United States Grand Prix",30,"Michael Schumacher","Ferrari","34","1"
2005,80,"French Grand Prix",4,"Fernando Alonso","Renault","69","5"
2005,81,"British Grand Prix",31,"Juan Pablo Montoya","McLaren","26","1"
2005,82,"German Grand Prix",4,"Fernando Alonso","Renault","87","6"
2005,83,"Hungarian Grand Prix",8,"Kimi Räikkönen","McLaren","61","4"
2005,84,"Turkish Grand Prix",8,"Kimi Räikkönen","McLaren","71","5"
2005,85,"Italian Grand Prix",31,"Juan Pablo Montoya","McLaren","50","2"
2005,86,"Belgian Grand Prix",8,"Kimi Räikkönen","McLaren","86","6"
2005,87,"Brazilian Grand Prix",31,"Juan Pablo Montoya","McLaren","60","3"
2005,88,"Japanese Grand Prix",8,"Kimi Räikkönen","McLaren","104","7"
2005,89,"Chinese Grand Prix",4,"Fernando Alonso","Renault","133","7"
2006,53,"Bahrain Grand Prix",4,"Fernando Alonso","Renault","10","1"
2006,54,"Malaysian Grand Prix",21,"Giancarlo Fisichella","Renault","10","1"
2006,55,"Australian Grand Prix",4,"Fernando Alonso","Renault","28","2"
2006,56,"San Marino Grand Prix",30,"Michael Schumacher","Ferrari","21","1"
2006,57,"European Grand Prix",30,"Michael Schumacher","Ferrari","31","2"
2006,58,"Spanish Grand Prix",4,"Fernando Alonso","Renault","54","3"
2006,59,"Monaco Grand Prix",4,"Fernando Alonso","Renault","64","4"
2006,60,"British Grand Prix",4,"Fernando Alonso","Renault","74","5"
2006,61,"Canadian Grand Prix",4,"Fernando Alonso","Renault","84","6"
2006,62,"United States Grand Prix",30,"Michael Schumacher","Ferrari","69","3"
2006,63,"French Grand Prix",30,"Michael Schumacher","Ferrari","79","4"
2006,64,"German Grand Prix",30,"Michael Schumacher","Ferrari","89","5"
2006,65,"Hungarian Grand Prix",18,"Jenson Button","Honda","31","1"
2006,66,"Turkish Grand Prix",13,"Felipe Massa","Ferrari","62","1"
2006,67,"Italian Grand Prix",30,"Michael Schumacher","Ferrari","106","6"
2006,68,"Chinese Grand Prix",30,"Michael Schumacher","Ferrari","116","7"
2006,69,"Japanese Grand Prix",4,"Fernando Alonso","Renault","126","7"
2006,70,"Brazilian Grand Prix",13,"Felipe Massa","Ferrari","80","2"
2007,36,"Australian Grand Prix",8,"Kimi Räikkönen","Ferrari","10","1"
2007,37,"Malaysian Grand Prix",4,"Fernando Alonso","McLaren","18","1"
2007,38,"Bahrain Grand Prix",13,"Felipe Massa","Ferrari","17","1"
2007,39,"Spanish Grand Prix",13,"Felipe Massa","Ferrari","27","2"
2007,40,"Monaco Grand Prix",4,"Fernando Alonso","McLaren","38","2"
2007,41,"Canadian Grand Prix",1,"Lewis Hamilton","McLaren","48","1"
2007,42,"United States Grand Prix",1,"Lewis Hamilton","McLaren","58","2"
2007,43,"French Grand Prix",8,"Kimi Räikkönen","Ferrari","42","2"
2007,44,"British Grand Prix",8,"Kimi Räikkönen","Ferrari","52","3"
2007,45,"European Grand Prix",4,"Fernando Alonso","McLaren","68","3"
2007,46,"Hungarian Grand Prix",1,"Lewis Hamilton","McLaren","80","3"
2007,47,"Turkish Grand Prix",13,"Felipe Massa","Ferrari","69","3"
2007,48,"Italian Grand Prix",4,"Fernando Alonso","McLaren","89","4"
2007,49,"Belgian Grand Prix",8,"Kimi Räikkönen","Ferrari","84","4"
2007,50,"Japanese Grand Prix",1,"Lewis Hamilton","McLaren","107","4"
2007,51,"Chinese Grand Prix",8,"Kimi Räikkönen","Ferrari","100","5"
2007,52,"Brazilian Grand Prix",8,"Kimi Räikkönen","Ferrari","110","6"
2008,18,"Australian Grand Prix",1,"Lewis Hamilton","McLaren","10","1"
2008,19,"Malaysian Grand Prix",8,"Kimi Räikkönen","Ferrari","11","1"
2008,20,"Bahrain Grand Prix",13,"Felipe Massa","Ferrari","10","1"
2008,21,"Spanish Grand Prix",8,"Kimi Räikkönen","Ferrari","29","2"
2008,22,"Turkish Grand Prix",13,"Felipe Massa","Ferrari","28","2"
2008,23,"Monaco Grand Prix",1,"Lewis Hamilton","McLaren","38","2"
2008,24,"Canadian Grand Prix",9,"Robert Kubica","BMW Sauber","42","1"
2008,25,"French Grand Prix",13,"Felipe Massa","Ferrari","48","3"
2008,26,"British Grand Prix",1,"Lewis Hamilton","McLaren","48","3"
2008,27,"German Grand Prix",1,"Lewis Hamilton","McLaren","58","4"
2008,28,"Hungarian Grand Prix",5,"Heikki Kovalainen","McLaren","38","1"
2008,29,"European Grand Prix",13,"Felipe Massa","Ferrari","64","4"
2008,30,"Belgian Grand Prix",13,"Felipe Massa","Ferrari","74","5"
2008,31,"Italian Grand Prix",20,"Sebastian Vettel","Toro Rosso","23","1"
2008,32,"Singapore Grand Prix",4,"Fernando Alonso","Renault","38","1"
2008,33,"Japanese Grand Prix",4,"Fernando Alonso","Renault","48","2"
2008,34,"Chinese Grand Prix",1,"Lewis Hamilton","McLaren","94","5"
2008,35,"Brazilian Grand Prix",13,"Felipe Massa","Ferrari","97","6"
2009,1,"Australian Grand Prix",18,"Jenson Button","Brawn","10","1"
2009,2,"Malaysian Grand Prix",18,"Jenson Button","Brawn","15","2"
2009,3,"Chinese Grand Prix",20,"Sebastian Vettel","Red Bull","10","1"
2009,4,"Bahrain Grand Prix",18,"Jenson Button","Brawn","31","3"
2009,5,"Spanish Grand Prix",18,"Jenson Button","Brawn","41","4"
2009,6,"Monaco Grand Prix",18,"Jenson Button","Brawn","51","5"
2009,7,"Turkish Grand Prix",18,"Jenson Button","Brawn","61","6"
2009,8,"British Grand Prix",20,"Sebastian Vettel","Red Bull","39","2"
2009,9,"German Grand Prix",17,"Mark Webber","Red Bull","45.5","1"
2009,10,"Hungarian Grand Prix",1,"Lewis Hamilton","McLaren","19","1"
2009,11,"European Grand Prix",22,"Rubens Barrichello","Brawn","54","1"
2009,12,"Belgian Grand Prix",8,"Kimi Räikkönen","Ferrari","34","1"
2009,13,"Italian Grand Prix",22,"Rubens Barrichello","Brawn","66","2"
2009,14,"Singapore Grand Prix",1,"Lewis Hamilton","McLaren","37","2"
2009,15,"Japanese Grand Prix",20,"Sebastian Vettel","Red Bull","69","3"
2009,16,"Brazilian Grand Prix",17,"Mark Webber","Red Bull","61.5","2"
2009,17,"Abu Dhabi Grand Prix",20,"Sebastian Vettel","Red Bull","84","4"
2010,337,"Bahrain Grand Prix",4,"Fernando Alonso","Ferrari","25","1"
2010,338,"Australian Grand Prix",18,"Jenson Button","McLaren","31","1"
2010,339,"Malaysian Grand Prix",20,"Sebastian Vettel","Red Bull","37","1"
2010,340,"Chinese Grand Prix",18,"Jenson Button","McLaren","60","2"
2010,341,"Spanish Grand Prix",17,"Mark Webber","Red Bull","53","1"
2010,342,"Monaco Grand Prix",17,"Mark Webber","Red Bull","78","2"
2010,343,"Turkish Grand Prix",1,"Lewis Hamilton","McLaren","84","1"
2010,344,"Canadian Grand Prix",1,"Lewis Hamilton","McLaren","109","2"
2010,345,"European Grand Prix",20,"Sebastian Vettel","Red Bull","115","2"
2010,346,"British Grand Prix",17,"Mark Webber","Red Bull","128","3"
2010,347,"German Grand Prix",4,"Fernando Alonso","Ferrari","123","2"
2010,348,"Hungarian Grand Prix",17,"Mark Webber","Red Bull","161","4"
2010,349,"Belgian Grand Prix",1,"Lewis Hamilton","McLaren","182","3"
2010,350,"Italian Grand Prix",4,"Fernando Alonso","Ferrari","166","3"
2010,351,"Singapore Grand Prix",4,"Fernando Alonso","Ferrari","191","4"
2010,352,"Japanese Grand Prix",20,"Sebastian Vettel","Red Bull","206","3"
